imageid,count,lon,lat,t
6139962,0,-8234194.59822509,4983029.94570758,2016-08-02 08:55:52
40444358,1,-8237005.77158999,4972984.60342857,2017-02-16 10:16:42
31075539,1,-8230964.20678981,4988128.59786238,2016-12-16 09:04:18
26623215,0,-8236939.7034722,4974568.82801657,2016-11-30 13:23:22
5352835,2,-8235992.34120971,4976447.41112803,2016-07-19 14:45:08
4003102,2,-8238875.05961134,4969411.48750641,2016-08-18 09:39:54
29151666,0,-8233706.92979982,4979324.83694032,2016-12-12 09:05:28
5836766,0,-8235619.49883919,4975021.41003023,2016-07-18 14:53:30
14618758,0,-8233259.85959285,4977847.79622328,2016-09-23 09:58:56
4520186,0,-8235462.98363514,4978549.67359446,2016-07-15 11:09:24
13808926,0,-8235646.22664893,4977918.86062916,2016-09-20 13:57:18
283261,1,-8237329.13244685,4971955.52613168,2016-07-13 16:54:50
33184396,0,-8231744.89037874,4985600.62794305,2017-01-05 13:08:20
21383279,2,-8238438.96550616,4969025.08406477,2016-10-31 12:19:52
33437715,1,-8233255.94114677,4978450.11835038,2017-01-06 12:23:18
29237731,3,-8237203.55292928,4970959.23678908,2016-12-09 15:02:26
33451128,1,-8236469.45654725,4970665.69677811,2017-01-06 09:14:24
7778364,0,-8238415.94463546,4971913.10439477,2016-08-17 08:31:28
13748575,0,-8235458.0299178,4970680.20760531,2016-09-19 13:32:02
37469246,0,-8235694.10516192,4974423.63359186,2017-01-30 09:23:14
13455382,0,-8238528.53316845,4969369.84043171,2016-09-19 07:44:30
11804325,0,-8233484.90307544,4977455.67991833,2016-09-12 12:58:38
16882361,1,-8236604.79878415,4972817.07388443,2016-10-03 11:39:00
233880,0,-8235602.60054049,4975015.72360583,2016-07-14 12:42:58
27510011,7,-8236185.70316521,4975773.45779536,2016-12-05 12:42:16
29767165,0,-8233521.69416714,4983495.00861908,2016-12-13 09:17:30
37872246,0,-8237554.82158248,4971289.68179595,2017-02-01 12:04:32
42502446,0,-8232629.98051809,4982849.99418922,2017-02-23 13:04:32
15517641,0,-8236649.00375395,4975115.99323866,2016-09-23 16:28:42
23878798,0,-8231255.6857445,4986951.14501406,2016-11-14 08:20:02
31892257,0,-8234607.98315415,4981799.76230977,2016-12-22 09:23:40
21120499,1,-8235566.2435948,4977914.3924486,2016-10-28 08:50:36
26791728,6,-8234490.16260509,4975725.50898187,2016-12-01 13:09:52
2008254,0,-8235639.01314593,4981380.00701753,2016-06-17 12:16:36
25261256,0,-8238391.42095164,4973333.24567,2016-11-23 10:40:04
35456531,1,-8236848.27677442,4971618.90413843,2017-01-18 09:11:10
37867506,0,-8235706.40596566,4974339.25373082,2017-02-01 09:27:18
20201597,1,-8237330.62412802,4971830.65574915,2016-10-25 12:17:50
22482613,0,-8234403.26661058,4980953.72714151,2016-11-07 13:14:32
42718040,2,-8232379.63411525,4983296.29827881,2017-03-02 15:08:02
17730714,2,-8234775.75275873,4976588.15335869,2016-10-06 17:27:56
31675597,0,-8236241.61894544,4971775.16157748,2016-12-20 13:07:24
42691057,0,-8237093.84757111,4971872.22517357,2017-03-01 13:31:36
23018801,1,-8238400.35990675,4970611.28136786,2016-11-10 10:11:12
31186226,2,-8238208.65661166,4975021.20431973,2016-12-20 12:31:50
11473375,0,-8237263.60979457,4976661.13378705,2016-09-12 11:27:50
12280210,0,-8237105.29121476,4976416.77053316,2016-09-14 08:11:56
29875041,1,-8230510.41288559,4990277.26281507,2016-12-14 11:08:18
2978576,0,-8237242.49248716,4971285.52509325,2016-07-25 18:29:58
39631567,0,-8232131.06882426,4986011.8710909,2017-02-13 11:09:12
9403432,0,-8238443.88582765,4969072.58885234,2016-09-01 10:12:34
33901636,0,-8234779.15913514,4975708.2280697,2017-01-09 12:33:50
44975973,1,-8239245.27484187,4968677.79950525,2017-03-13 17:50:42
8314106,0,-8235573.33464636,4975485.72436095,2016-08-22 15:49:44
22009918,0,-8233824.02677219,4978765.63244154,2016-11-04 11:08:04
870517,0,-8235325.92707807,4974124.86193015,2016-07-08 07:44:10
33104282,0,-8236695.09002313,4972206.57903632,2017-01-05 08:54:22
22947862,0,-8237164.75808674,4977814.60851446,2016-11-03 10:53:14
31342053,1,-8232260.12150993,4980234.88790194,2016-12-23 13:00:30
29726606,1,-8237621.6912006,4977450.46238929,2016-12-14 08:51:10
5531943,0,-8237996.39260661,4971926.67698032,2016-07-18 11:17:18
29237037,0,-8239259.44581305,4969386.99266102,2016-12-09 13:28:36
22690139,3,-8234234.25022771,4980725.86992718,2016-11-07 17:14:30
25481958,0,-8239159.6590215,4970182.48971826,2016-11-22 10:47:12
11638672,1,-8237205.144798,4974006.5018052,2016-09-12 11:56:18
44120405,0,-8232657.0422863,4984315.39338108,2017-03-09 09:22:14
36853079,0,-8239454.0879427,4969527.89760128,2017-01-26 11:33:04
22584989,2,-8233310.74373209,4977759.0509549,2016-11-07 09:46:24
6262067,0,-8233769.56927729,4981600.79240495,2016-08-02 13:45:52
30579009,0,-8231148.11772055,4984273.60918401,2016-12-15 10:20:26
183787,0,-8236789.47781938,4969632.03198894,2016-07-14 16:19:46
34252456,1,-8236211.29551615,4974674.74990043,2017-01-11 12:30:10
27049635,0,-8232979.87994155,4979806.23238135,2016-12-02 11:24:36
24586577,3,-8236351.14619243,4974553.87062847,2016-11-18 10:29:06
14737554,0,-8237259.35739002,4976715.42123336,2016-09-23 09:11:22
35756414,0,-8237624.86380609,4972369.60309257,2017-01-19 12:09:02
1866673,2,-8234972.45429896,4975376.09076194,2016-06-24 15:57:04
28276726,0,-8237637.64328363,4969884.05325105,2016-12-08 11:07:14
17498572,1,-8238486.8106233,4971638.8511325,2016-10-06 13:06:10
8048753,0,-8231170.45954235,4984535.39211481,2016-08-19 13:46:26
2852252,1,-8237040.08025705,4977499.58075895,2016-06-08 16:36:56
36999365,0,-8238513.64975253,4975805.49237742,2017-01-27 10:57:14
43851024,0,-8236121.01540911,4971458.93306817,2017-03-08 09:44:26
27020828,1,-8237189.76044437,4974067.92959083,2016-12-02 13:09:08
36604404,1,-8232560.79545456,4979686.81846124,2017-01-25 14:21:54
18869639,2,-8235349.56020597,4980220.37757987,2016-10-17 10:58:16
3277236,0,-8234849.64663671,4978480.7506251,2016-08-01 17:36:52
37920091,0,-8232659.84753747,4984322.86484383,2017-02-01 09:58:00
38194435,0,-8231715.92504724,4982391.49089183,2017-02-03 09:56:06
37898996,1,-8235244.87535683,4979638.30651391,2017-01-27 12:13:42
3054260,0,-8229818.78488929,4980831.78508538,2016-07-20 08:05:36
38309133,0,-8232698.1859701,4979899.06841493,2017-02-03 11:23:40
6365165,1,-8237920.51724168,4974006.01696653,2016-08-03 11:25:40
1534405,2,-8231042.96532955,4985304.41181506,2016-06-30 16:39:30
35220862,0,-8238536.63722738,4974628.73126303,2017-01-16 12:50:38
26765329,1,-8238900.46271914,4970493.68343068,2016-12-01 11:47:02
609609,0,-8232972.75549414,4979131.97377249,2016-07-06 09:20:32
9483198,0,-8237562.80318997,4976955.8679868,2016-08-30 11:04:28
12868267,2,-8233371.53530601,4983801.39106692,2016-09-16 11:20:12
2144063,0,-8236855.17858285,4976458.33007786,2016-06-14 10:56:58
41210372,0,-8232778.21355203,4979410.56819322,2017-02-21 13:44:28
23159808,0,-8235719.89788794,4973415.45724023,2016-11-10 07:53:50
2160210,3,-8238095.72298825,4971280.61930505,2016-06-13 09:09:02
20690383,0,-8237356.03836777,4974555.38399774,2016-10-28 15:41:34
42333551,1,-8237996.21449543,4970841.88435139,2017-02-28 13:58:36
35454846,0,-8235633.39151164,4970643.87182956,2017-01-18 08:15:30
25001831,1,-8236464.28019092,4972627.55624363,2016-11-14 15:15:24
27428379,0,-8237566.25409418,4976276.11894433,2016-12-05 09:33:14
14792272,1,-8236131.17887862,4977607.00417023,2016-09-23 17:54:32
32734631,0,-8238643.79336922,4970556.30815836,2016-12-30 10:33:44
25234590,0,-8237814.31844747,4970989.46371517,2016-11-23 16:59:42
27060505,2,-8230745.89813642,4984792.57836368,2016-12-02 12:40:16
33399506,0,-8234432.53250471,4977123.13047718,2017-01-06 11:02:34
